,id,product_title,product_uid,relevance,search_term,product_description,brand,product_info,len_of_query,len_of_title,len_of_description,len_of_brand,query_in_title,query_in_description,query_last_word_in_title,query_last_word_in_description,word_in_title,word_in_description,ratio_title,ratio_description,attr,word_in_brand,ratio_brand,brand_feature,search_term_feature
113,401,null,100065,2.33,null,the glacier bay 2 piec high effici dual flush complet elong toilet in white deliv power 1.1 or 1.6 gpf flush perform and featur a watersens certifi design to help conserv water thi toilet' vitreou china construct offer resist to acid abras and stain the all in 1 product contain the toilet bowl tank and seat along with a wax ring and floor bolt with cap limit lifetim warranti 2 piec design featur a separ tank and bowl 16.5in. chair height elong bowl meet ada standardswatersens certifi product meet high effici toilet (het) standardsvitr china resist stain acid and abrasiondu flush design provid superior flush perform of solid and liquid to help prevent clog 1.1 or 1.6 gpfwhite toilet with a chrome plate top mount flush button complement mani bathroom decorsr #1 dual flush toilet xbi a lead consum magazin,glacier bay,null	null	the glacier bay 2 piec high effici dual flush complet elong toilet in white deliv power 1.1 or 1.6 gpf flush perform and featur a watersens certifi design to help conserv water thi toilet' vitreou china construct offer resist to acid abras and stain the all in 1 product contain the toilet bowl tank and seat along with a wax ring and floor bolt with cap limit lifetim warranti 2 piec design featur a separ tank and bowl 16.5in. chair height elong bowl meet ada standardswatersens certifi product meet high effici toilet (het) standardsvitr china resist stain acid and abrasiondu flush design provid superior flush perform of solid and liquid to help prevent clog 1.1 or 1.6 gpfwhite toilet with a chrome plate top mount flush button complement mani bathroom decorsr #1 dual flush toilet xbi a lead consum magazin,1,1,140,2,1,0,1,0,1,0,1.0,0.0,null	glacier bay,0,0.0,1114,4
114,402,null,100065,2.0,null,the glacier bay 2 piec high effici dual flush complet elong toilet in white deliv power 1.1 or 1.6 gpf flush perform and featur a watersens certifi design to help conserv water thi toilet' vitreou china construct offer resist to acid abras and stain the all in 1 product contain the toilet bowl tank and seat along with a wax ring and floor bolt with cap limit lifetim warranti 2 piec design featur a separ tank and bowl 16.5in. chair height elong bowl meet ada standardswatersens certifi product meet high effici toilet (het) standardsvitr china resist stain acid and abrasiondu flush design provid superior flush perform of solid and liquid to help prevent clog 1.1 or 1.6 gpfwhite toilet with a chrome plate top mount flush button complement mani bathroom decorsr #1 dual flush toilet xbi a lead consum magazin,glacier bay,null	null	the glacier bay 2 piec high effici dual flush complet elong toilet in white deliv power 1.1 or 1.6 gpf flush perform and featur a watersens certifi design to help conserv water thi toilet' vitreou china construct offer resist to acid abras and stain the all in 1 product contain the toilet bowl tank and seat along with a wax ring and floor bolt with cap limit lifetim warranti 2 piec design featur a separ tank and bowl 16.5in. chair height elong bowl meet ada standardswatersens certifi product meet high effici toilet (het) standardsvitr china resist stain acid and abrasiondu flush design provid superior flush perform of solid and liquid to help prevent clog 1.1 or 1.6 gpfwhite toilet with a chrome plate top mount flush button complement mani bathroom decorsr #1 dual flush toilet xbi a lead consum magazin,1,1,140,2,1,0,1,0,1,0,1.0,0.0,null	glacier bay,0,0.0,1114,4
115,403,null,100065,2.67,null,the glacier bay 2 piec high effici dual flush complet elong toilet in white deliv power 1.1 or 1.6 gpf flush perform and featur a watersens certifi design to help conserv water thi toilet' vitreou china construct offer resist to acid abras and stain the all in 1 product contain the toilet bowl tank and seat along with a wax ring and floor bolt with cap limit lifetim warranti 2 piec design featur a separ tank and bowl 16.5in. chair height elong bowl meet ada standardswatersens certifi product meet high effici toilet (het) standardsvitr china resist stain acid and abrasiondu flush design provid superior flush perform of solid and liquid to help prevent clog 1.1 or 1.6 gpfwhite toilet with a chrome plate top mount flush button complement mani bathroom decorsr #1 dual flush toilet xbi a lead consum magazin,glacier bay,null	null	the glacier bay 2 piec high effici dual flush complet elong toilet in white deliv power 1.1 or 1.6 gpf flush perform and featur a watersens certifi design to help conserv water thi toilet' vitreou china construct offer resist to acid abras and stain the all in 1 product contain the toilet bowl tank and seat along with a wax ring and floor bolt with cap limit lifetim warranti 2 piec design featur a separ tank and bowl 16.5in. chair height elong bowl meet ada standardswatersens certifi product meet high effici toilet (het) standardsvitr china resist stain acid and abrasiondu flush design provid superior flush perform of solid and liquid to help prevent clog 1.1 or 1.6 gpfwhite toilet with a chrome plate top mount flush button complement mani bathroom decorsr #1 dual flush toilet xbi a lead consum magazin,1,1,140,2,1,0,1,0,1,0,1.0,0.0,null	glacier bay,0,0.0,1114,4
116,407,null,100065,2.67,null,the glacier bay 2 piec high effici dual flush complet elong toilet in white deliv power 1.1 or 1.6 gpf flush perform and featur a watersens certifi design to help conserv water thi toilet' vitreou china construct offer resist to acid abras and stain the all in 1 product contain the toilet bowl tank and seat along with a wax ring and floor bolt with cap limit lifetim warranti 2 piec design featur a separ tank and bowl 16.5in. chair height elong bowl meet ada standardswatersens certifi product meet high effici toilet (het) standardsvitr china resist stain acid and abrasiondu flush design provid superior flush perform of solid and liquid to help prevent clog 1.1 or 1.6 gpfwhite toilet with a chrome plate top mount flush button complement mani bathroom decorsr #1 dual flush toilet xbi a lead consum magazin,glacier bay,null	null	the glacier bay 2 piec high effici dual flush complet elong toilet in white deliv power 1.1 or 1.6 gpf flush perform and featur a watersens certifi design to help conserv water thi toilet' vitreou china construct offer resist to acid abras and stain the all in 1 product contain the toilet bowl tank and seat along with a wax ring and floor bolt with cap limit lifetim warranti 2 piec design featur a separ tank and bowl 16.5in. chair height elong bowl meet ada standardswatersens certifi product meet high effici toilet (het) standardsvitr china resist stain acid and abrasiondu flush design provid superior flush perform of solid and liquid to help prevent clog 1.1 or 1.6 gpfwhite toilet with a chrome plate top mount flush button complement mani bathroom decorsr #1 dual flush toilet xbi a lead consum magazin,1,1,140,2,1,0,1,0,1,0,1.0,0.0,null	glacier bay,0,0.0,1114,4
117,408,null,100065,2.33,null,the glacier bay 2 piec high effici dual flush complet elong toilet in white deliv power 1.1 or 1.6 gpf flush perform and featur a watersens certifi design to help conserv water thi toilet' vitreou china construct offer resist to acid abras and stain the all in 1 product contain the toilet bowl tank and seat along with a wax ring and floor bolt with cap limit lifetim warranti 2 piec design featur a separ tank and bowl 16.5in. chair height elong bowl meet ada standardswatersens certifi product meet high effici toilet (het) standardsvitr china resist stain acid and abrasiondu flush design provid superior flush perform of solid and liquid to help prevent clog 1.1 or 1.6 gpfwhite toilet with a chrome plate top mount flush button complement mani bathroom decorsr #1 dual flush toilet xbi a lead consum magazin,glacier bay,null	null	the glacier bay 2 piec high effici dual flush complet elong toilet in white deliv power 1.1 or 1.6 gpf flush perform and featur a watersens certifi design to help conserv water thi toilet' vitreou china construct offer resist to acid abras and stain the all in 1 product contain the toilet bowl tank and seat along with a wax ring and floor bolt with cap limit lifetim warranti 2 piec design featur a separ tank and bowl 16.5in. chair height elong bowl meet ada standardswatersens certifi product meet high effici toilet (het) standardsvitr china resist stain acid and abrasiondu flush design provid superior flush perform of solid and liquid to help prevent clog 1.1 or 1.6 gpfwhite toilet with a chrome plate top mount flush button complement mani bathroom decorsr #1 dual flush toilet xbi a lead consum magazin,1,1,140,2,1,0,1,0,1,0,1.0,0.0,null	glacier bay,0,0.0,1114,4
118,411,null,100065,2.33,null,the glacier bay 2 piec high effici dual flush complet elong toilet in white deliv power 1.1 or 1.6 gpf flush perform and featur a watersens certifi design to help conserv water thi toilet' vitreou china construct offer resist to acid abras and stain the all in 1 product contain the toilet bowl tank and seat along with a wax ring and floor bolt with cap limit lifetim warranti 2 piec design featur a separ tank and bowl 16.5in. chair height elong bowl meet ada standardswatersens certifi product meet high effici toilet (het) standardsvitr china resist stain acid and abrasiondu flush design provid superior flush perform of solid and liquid to help prevent clog 1.1 or 1.6 gpfwhite toilet with a chrome plate top mount flush button complement mani bathroom decorsr #1 dual flush toilet xbi a lead consum magazin,glacier bay,null	null	the glacier bay 2 piec high effici dual flush complet elong toilet in white deliv power 1.1 or 1.6 gpf flush perform and featur a watersens certifi design to help conserv water thi toilet' vitreou china construct offer resist to acid abras and stain the all in 1 product contain the toilet bowl tank and seat along with a wax ring and floor bolt with cap limit lifetim warranti 2 piec design featur a separ tank and bowl 16.5in. chair height elong bowl meet ada standardswatersens certifi product meet high effici toilet (het) standardsvitr china resist stain acid and abrasiondu flush design provid superior flush perform of solid and liquid to help prevent clog 1.1 or 1.6 gpfwhite toilet with a chrome plate top mount flush button complement mani bathroom decorsr #1 dual flush toilet xbi a lead consum magazin,1,1,140,2,1,0,1,0,1,0,1.0,0.0,null	glacier bay,0,0.0,1114,4
119,413,null,100065,1.33,null,the glacier bay 2 piec high effici dual flush complet elong toilet in white deliv power 1.1 or 1.6 gpf flush perform and featur a watersens certifi design to help conserv water thi toilet' vitreou china construct offer resist to acid abras and stain the all in 1 product contain the toilet bowl tank and seat along with a wax ring and floor bolt with cap limit lifetim warranti 2 piec design featur a separ tank and bowl 16.5in. chair height elong bowl meet ada standardswatersens certifi product meet high effici toilet (het) standardsvitr china resist stain acid and abrasiondu flush design provid superior flush perform of solid and liquid to help prevent clog 1.1 or 1.6 gpfwhite toilet with a chrome plate top mount flush button complement mani bathroom decorsr #1 dual flush toilet xbi a lead consum magazin,glacier bay,null	null	the glacier bay 2 piec high effici dual flush complet elong toilet in white deliv power 1.1 or 1.6 gpf flush perform and featur a watersens certifi design to help conserv water thi toilet' vitreou china construct offer resist to acid abras and stain the all in 1 product contain the toilet bowl tank and seat along with a wax ring and floor bolt with cap limit lifetim warranti 2 piec design featur a separ tank and bowl 16.5in. chair height elong bowl meet ada standardswatersens certifi product meet high effici toilet (het) standardsvitr china resist stain acid and abrasiondu flush design provid superior flush perform of solid and liquid to help prevent clog 1.1 or 1.6 gpfwhite toilet with a chrome plate top mount flush button complement mani bathroom decorsr #1 dual flush toilet xbi a lead consum magazin,1,1,140,2,1,0,1,0,1,0,1.0,0.0,null	glacier bay,0,0.0,1114,4
120,418,null,100065,2.33,null,the glacier bay 2 piec high effici dual flush complet elong toilet in white deliv power 1.1 or 1.6 gpf flush perform and featur a watersens certifi design to help conserv water thi toilet' vitreou china construct offer resist to acid abras and stain the all in 1 product contain the toilet bowl tank and seat along with a wax ring and floor bolt with cap limit lifetim warranti 2 piec design featur a separ tank and bowl 16.5in. chair height elong bowl meet ada standardswatersens certifi product meet high effici toilet (het) standardsvitr china resist stain acid and abrasiondu flush design provid superior flush perform of solid and liquid to help prevent clog 1.1 or 1.6 gpfwhite toilet with a chrome plate top mount flush button complement mani bathroom decorsr #1 dual flush toilet xbi a lead consum magazin,glacier bay,null	null	the glacier bay 2 piec high effici dual flush complet elong toilet in white deliv power 1.1 or 1.6 gpf flush perform and featur a watersens certifi design to help conserv water thi toilet' vitreou china construct offer resist to acid abras and stain the all in 1 product contain the toilet bowl tank and seat along with a wax ring and floor bolt with cap limit lifetim warranti 2 piec design featur a separ tank and bowl 16.5in. chair height elong bowl meet ada standardswatersens certifi product meet high effici toilet (het) standardsvitr china resist stain acid and abrasiondu flush design provid superior flush perform of solid and liquid to help prevent clog 1.1 or 1.6 gpfwhite toilet with a chrome plate top mount flush button complement mani bathroom decorsr #1 dual flush toilet xbi a lead consum magazin,1,1,140,2,1,0,1,0,1,0,1.0,0.0,null	glacier bay,0,0.0,1114,4
121,421,null,100065,2.67,null,the glacier bay 2 piec high effici dual flush complet elong toilet in white deliv power 1.1 or 1.6 gpf flush perform and featur a watersens certifi design to help conserv water thi toilet' vitreou china construct offer resist to acid abras and stain the all in 1 product contain the toilet bowl tank and seat along with a wax ring and floor bolt with cap limit lifetim warranti 2 piec design featur a separ tank and bowl 16.5in. chair height elong bowl meet ada standardswatersens certifi product meet high effici toilet (het) standardsvitr china resist stain acid and abrasiondu flush design provid superior flush perform of solid and liquid to help prevent clog 1.1 or 1.6 gpfwhite toilet with a chrome plate top mount flush button complement mani bathroom decorsr #1 dual flush toilet xbi a lead consum magazin,glacier bay,null	null	the glacier bay 2 piec high effici dual flush complet elong toilet in white deliv power 1.1 or 1.6 gpf flush perform and featur a watersens certifi design to help conserv water thi toilet' vitreou china construct offer resist to acid abras and stain the all in 1 product contain the toilet bowl tank and seat along with a wax ring and floor bolt with cap limit lifetim warranti 2 piec design featur a separ tank and bowl 16.5in. chair height elong bowl meet ada standardswatersens certifi product meet high effici toilet (het) standardsvitr china resist stain acid and abrasiondu flush design provid superior flush perform of solid and liquid to help prevent clog 1.1 or 1.6 gpfwhite toilet with a chrome plate top mount flush button complement mani bathroom decorsr #1 dual flush toilet xbi a lead consum magazin,1,1,140,2,1,0,1,0,1,0,1.0,0.0,null	glacier bay,0,0.0,1114,4
122,422,null,100065,3.0,null,the glacier bay 2 piec high effici dual flush complet elong toilet in white deliv power 1.1 or 1.6 gpf flush perform and featur a watersens certifi design to help conserv water thi toilet' vitreou china construct offer resist to acid abras and stain the all in 1 product contain the toilet bowl tank and seat along with a wax ring and floor bolt with cap limit lifetim warranti 2 piec design featur a separ tank and bowl 16.5in. chair height elong bowl meet ada standardswatersens certifi product meet high effici toilet (het) standardsvitr china resist stain acid and abrasiondu flush design provid superior flush perform of solid and liquid to help prevent clog 1.1 or 1.6 gpfwhite toilet with a chrome plate top mount flush button complement mani bathroom decorsr #1 dual flush toilet xbi a lead consum magazin,glacier bay,null	null	the glacier bay 2 piec high effici dual flush complet elong toilet in white deliv power 1.1 or 1.6 gpf flush perform and featur a watersens certifi design to help conserv water thi toilet' vitreou china construct offer resist to acid abras and stain the all in 1 product contain the toilet bowl tank and seat along with a wax ring and floor bolt with cap limit lifetim warranti 2 piec design featur a separ tank and bowl 16.5in. chair height elong bowl meet ada standardswatersens certifi product meet high effici toilet (het) standardsvitr china resist stain acid and abrasiondu flush design provid superior flush perform of solid and liquid to help prevent clog 1.1 or 1.6 gpfwhite toilet with a chrome plate top mount flush button complement mani bathroom decorsr #1 dual flush toilet xbi a lead consum magazin,1,1,140,2,1,0,1,0,1,0,1.0,0.0,null	glacier bay,0,0.0,1114,4
123,440,null,100068,2.33,null,the rheem perform plu 50gal. natur ga tall water heater come with a 40000 btuhour environment friendli low nox burner that provid ampl hot water for household with 3 to 5 peopl the push button ignit system ensur safe and easi startup it mainten free combust air intak system mean there are no filter to clean and replac the self diagnost ga control valv monitor system perform a premium grade anod rod provid long last tank protect factori instal temperatur and pressur relief valv and 34in. water connect are includ with the water heater for easi instal california residents:du to requir from air qualiti manag district in the state of california pleas use the map below to confirm whether you live in an area that requir the purchas of ultra low nox water heatersdu to ultra low nox requir from air qualiti manag district in the state of california pleas confirm that your ship zip code is not restrict from the use of item that do not meet local qualificationsnatur ga water heater cost less to oper than electr modelsdeliv 84gal. of hot water in the first hour 9 year limit warranti on tank and part for your conveni 2 year in home labor warranti for peac of mind 0.62 energi factor make thi 1 of the most effici ga water heater availablemainten free  no filter to clean or replacepush button ignit system simplifi the startup processself diagnost ga valv monitor system performancedesign for easi replac of your exist water heaterr for instal up to 8500ft. call 1 855 400 2552 befor noon for same day servic in most area or visit our water heater instal page for more inform meet new 2015 naeca standardscalifornia resid  see if your counti requir water heater that meet air qualiti manag district ultra low nox (uln) requirements:,rheem,null	null	the rheem perform plu 50gal. natur ga tall water heater come with a 40000 btuhour environment friendli low nox burner that provid ampl hot water for household with 3 to 5 peopl the push button ignit system ensur safe and easi startup it mainten free combust air intak system mean there are no filter to clean and replac the self diagnost ga control valv monitor system perform a premium grade anod rod provid long last tank protect factori instal temperatur and pressur relief valv and 34in. water connect are includ with the water heater for easi instal california residents:du to requir from air qualiti manag district in the state of california pleas use the map below to confirm whether you live in an area that requir the purchas of ultra low nox water heatersdu to ultra low nox requir from air qualiti manag district in the state of california pleas confirm that your ship zip code is not restrict from the use of item that do not meet local qualificationsnatur ga water heater cost less to oper than electr modelsdeliv 84gal. of hot water in the first hour 9 year limit warranti on tank and part for your conveni 2 year in home labor warranti for peac of mind 0.62 energi factor make thi 1 of the most effici ga water heater availablemainten free  no filter to clean or replacepush button ignit system simplifi the startup processself diagnost ga valv monitor system performancedesign for easi replac of your exist water heaterr for instal up to 8500ft. call 1 855 400 2552 befor noon for same day servic in most area or visit our water heater instal page for more inform meet new 2015 naeca standardscalifornia resid  see if your counti requir water heater that meet air qualiti manag district ultra low nox (uln) requirements:,1,1,304,1,1,0,1,0,1,0,1.0,0.0,null	rheem,0,0.0,1117,4
124,444,null,100068,2.0,null,the rheem perform plu 50gal. natur ga tall water heater come with a 40000 btuhour environment friendli low nox burner that provid ampl hot water for household with 3 to 5 peopl the push button ignit system ensur safe and easi startup it mainten free combust air intak system mean there are no filter to clean and replac the self diagnost ga control valv monitor system perform a premium grade anod rod provid long last tank protect factori instal temperatur and pressur relief valv and 34in. water connect are includ with the water heater for easi instal california residents:du to requir from air qualiti manag district in the state of california pleas use the map below to confirm whether you live in an area that requir the purchas of ultra low nox water heatersdu to ultra low nox requir from air qualiti manag district in the state of california pleas confirm that your ship zip code is not restrict from the use of item that do not meet local qualificationsnatur ga water heater cost less to oper than electr modelsdeliv 84gal. of hot water in the first hour 9 year limit warranti on tank and part for your conveni 2 year in home labor warranti for peac of mind 0.62 energi factor make thi 1 of the most effici ga water heater availablemainten free  no filter to clean or replacepush button ignit system simplifi the startup processself diagnost ga valv monitor system performancedesign for easi replac of your exist water heaterr for instal up to 8500ft. call 1 855 400 2552 befor noon for same day servic in most area or visit our water heater instal page for more inform meet new 2015 naeca standardscalifornia resid  see if your counti requir water heater that meet air qualiti manag district ultra low nox (uln) requirements:,rheem,null	null	the rheem perform plu 50gal. natur ga tall water heater come with a 40000 btuhour environment friendli low nox burner that provid ampl hot water for household with 3 to 5 peopl the push button ignit system ensur safe and easi startup it mainten free combust air intak system mean there are no filter to clean and replac the self diagnost ga control valv monitor system perform a premium grade anod rod provid long last tank protect factori instal temperatur and pressur relief valv and 34in. water connect are includ with the water heater for easi instal california residents:du to requir from air qualiti manag district in the state of california pleas use the map below to confirm whether you live in an area that requir the purchas of ultra low nox water heatersdu to ultra low nox requir from air qualiti manag district in the state of california pleas confirm that your ship zip code is not restrict from the use of item that do not meet local qualificationsnatur ga water heater cost less to oper than electr modelsdeliv 84gal. of hot water in the first hour 9 year limit warranti on tank and part for your conveni 2 year in home labor warranti for peac of mind 0.62 energi factor make thi 1 of the most effici ga water heater availablemainten free  no filter to clean or replacepush button ignit system simplifi the startup processself diagnost ga valv monitor system performancedesign for easi replac of your exist water heaterr for instal up to 8500ft. call 1 855 400 2552 befor noon for same day servic in most area or visit our water heater instal page for more inform meet new 2015 naeca standardscalifornia resid  see if your counti requir water heater that meet air qualiti manag district ultra low nox (uln) requirements:,1,1,304,1,1,0,1,0,1,0,1.0,0.0,null	rheem,0,0.0,1117,4
125,445,null,100068,1.67,null,the rheem perform plu 50gal. natur ga tall water heater come with a 40000 btuhour environment friendli low nox burner that provid ampl hot water for household with 3 to 5 peopl the push button ignit system ensur safe and easi startup it mainten free combust air intak system mean there are no filter to clean and replac the self diagnost ga control valv monitor system perform a premium grade anod rod provid long last tank protect factori instal temperatur and pressur relief valv and 34in. water connect are includ with the water heater for easi instal california residents:du to requir from air qualiti manag district in the state of california pleas use the map below to confirm whether you live in an area that requir the purchas of ultra low nox water heatersdu to ultra low nox requir from air qualiti manag district in the state of california pleas confirm that your ship zip code is not restrict from the use of item that do not meet local qualificationsnatur ga water heater cost less to oper than electr modelsdeliv 84gal. of hot water in the first hour 9 year limit warranti on tank and part for your conveni 2 year in home labor warranti for peac of mind 0.62 energi factor make thi 1 of the most effici ga water heater availablemainten free  no filter to clean or replacepush button ignit system simplifi the startup processself diagnost ga valv monitor system performancedesign for easi replac of your exist water heaterr for instal up to 8500ft. call 1 855 400 2552 befor noon for same day servic in most area or visit our water heater instal page for more inform meet new 2015 naeca standardscalifornia resid  see if your counti requir water heater that meet air qualiti manag district ultra low nox (uln) requirements:,rheem,null	null	the rheem perform plu 50gal. natur ga tall water heater come with a 40000 btuhour environment friendli low nox burner that provid ampl hot water for household with 3 to 5 peopl the push button ignit system ensur safe and easi startup it mainten free combust air intak system mean there are no filter to clean and replac the self diagnost ga control valv monitor system perform a premium grade anod rod provid long last tank protect factori instal temperatur and pressur relief valv and 34in. water connect are includ with the water heater for easi instal california residents:du to requir from air qualiti manag district in the state of california pleas use the map below to confirm whether you live in an area that requir the purchas of ultra low nox water heatersdu to ultra low nox requir from air qualiti manag district in the state of california pleas confirm that your ship zip code is not restrict from the use of item that do not meet local qualificationsnatur ga water heater cost less to oper than electr modelsdeliv 84gal. of hot water in the first hour 9 year limit warranti on tank and part for your conveni 2 year in home labor warranti for peac of mind 0.62 energi factor make thi 1 of the most effici ga water heater availablemainten free  no filter to clean or replacepush button ignit system simplifi the startup processself diagnost ga valv monitor system performancedesign for easi replac of your exist water heaterr for instal up to 8500ft. call 1 855 400 2552 befor noon for same day servic in most area or visit our water heater instal page for more inform meet new 2015 naeca standardscalifornia resid  see if your counti requir water heater that meet air qualiti manag district ultra low nox (uln) requirements:,1,1,304,1,1,0,1,0,1,0,1.0,0.0,null	rheem,0,0.0,1117,4
126,446,null,100068,2.67,null,the rheem perform plu 50gal. natur ga tall water heater come with a 40000 btuhour environment friendli low nox burner that provid ampl hot water for household with 3 to 5 peopl the push button ignit system ensur safe and easi startup it mainten free combust air intak system mean there are no filter to clean and replac the self diagnost ga control valv monitor system perform a premium grade anod rod provid long last tank protect factori instal temperatur and pressur relief valv and 34in. water connect are includ with the water heater for easi instal california residents:du to requir from air qualiti manag district in the state of california pleas use the map below to confirm whether you live in an area that requir the purchas of ultra low nox water heatersdu to ultra low nox requir from air qualiti manag district in the state of california pleas confirm that your ship zip code is not restrict from the use of item that do not meet local qualificationsnatur ga water heater cost less to oper than electr modelsdeliv 84gal. of hot water in the first hour 9 year limit warranti on tank and part for your conveni 2 year in home labor warranti for peac of mind 0.62 energi factor make thi 1 of the most effici ga water heater availablemainten free  no filter to clean or replacepush button ignit system simplifi the startup processself diagnost ga valv monitor system performancedesign for easi replac of your exist water heaterr for instal up to 8500ft. call 1 855 400 2552 befor noon for same day servic in most area or visit our water heater instal page for more inform meet new 2015 naeca standardscalifornia resid  see if your counti requir water heater that meet air qualiti manag district ultra low nox (uln) requirements:,rheem,null	null	the rheem perform plu 50gal. natur ga tall water heater come with a 40000 btuhour environment friendli low nox burner that provid ampl hot water for household with 3 to 5 peopl the push button ignit system ensur safe and easi startup it mainten free combust air intak system mean there are no filter to clean and replac the self diagnost ga control valv monitor system perform a premium grade anod rod provid long last tank protect factori instal temperatur and pressur relief valv and 34in. water connect are includ with the water heater for easi instal california residents:du to requir from air qualiti manag district in the state of california pleas use the map below to confirm whether you live in an area that requir the purchas of ultra low nox water heatersdu to ultra low nox requir from air qualiti manag district in the state of california pleas confirm that your ship zip code is not restrict from the use of item that do not meet local qualificationsnatur ga water heater cost less to oper than electr modelsdeliv 84gal. of hot water in the first hour 9 year limit warranti on tank and part for your conveni 2 year in home labor warranti for peac of mind 0.62 energi factor make thi 1 of the most effici ga water heater availablemainten free  no filter to clean or replacepush button ignit system simplifi the startup processself diagnost ga valv monitor system performancedesign for easi replac of your exist water heaterr for instal up to 8500ft. call 1 855 400 2552 befor noon for same day servic in most area or visit our water heater instal page for more inform meet new 2015 naeca standardscalifornia resid  see if your counti requir water heater that meet air qualiti manag district ultra low nox (uln) requirements:,1,1,304,1,1,0,1,0,1,0,1.0,0.0,null	rheem,0,0.0,1117,4
127,447,null,100068,3.0,null,the rheem perform plu 50gal. natur ga tall water heater come with a 40000 btuhour environment friendli low nox burner that provid ampl hot water for household with 3 to 5 peopl the push button ignit system ensur safe and easi startup it mainten free combust air intak system mean there are no filter to clean and replac the self diagnost ga control valv monitor system perform a premium grade anod rod provid long last tank protect factori instal temperatur and pressur relief valv and 34in. water connect are includ with the water heater for easi instal california residents:du to requir from air qualiti manag district in the state of california pleas use the map below to confirm whether you live in an area that requir the purchas of ultra low nox water heatersdu to ultra low nox requir from air qualiti manag district in the state of california pleas confirm that your ship zip code is not restrict from the use of item that do not meet local qualificationsnatur ga water heater cost less to oper than electr modelsdeliv 84gal. of hot water in the first hour 9 year limit warranti on tank and part for your conveni 2 year in home labor warranti for peac of mind 0.62 energi factor make thi 1 of the most effici ga water heater availablemainten free  no filter to clean or replacepush button ignit system simplifi the startup processself diagnost ga valv monitor system performancedesign for easi replac of your exist water heaterr for instal up to 8500ft. call 1 855 400 2552 befor noon for same day servic in most area or visit our water heater instal page for more inform meet new 2015 naeca standardscalifornia resid  see if your counti requir water heater that meet air qualiti manag district ultra low nox (uln) requirements:,rheem,null	null	the rheem perform plu 50gal. natur ga tall water heater come with a 40000 btuhour environment friendli low nox burner that provid ampl hot water for household with 3 to 5 peopl the push button ignit system ensur safe and easi startup it mainten free combust air intak system mean there are no filter to clean and replac the self diagnost ga control valv monitor system perform a premium grade anod rod provid long last tank protect factori instal temperatur and pressur relief valv and 34in. water connect are includ with the water heater for easi instal california residents:du to requir from air qualiti manag district in the state of california pleas use the map below to confirm whether you live in an area that requir the purchas of ultra low nox water heatersdu to ultra low nox requir from air qualiti manag district in the state of california pleas confirm that your ship zip code is not restrict from the use of item that do not meet local qualificationsnatur ga water heater cost less to oper than electr modelsdeliv 84gal. of hot water in the first hour 9 year limit warranti on tank and part for your conveni 2 year in home labor warranti for peac of mind 0.62 energi factor make thi 1 of the most effici ga water heater availablemainten free  no filter to clean or replacepush button ignit system simplifi the startup processself diagnost ga valv monitor system performancedesign for easi replac of your exist water heaterr for instal up to 8500ft. call 1 855 400 2552 befor noon for same day servic in most area or visit our water heater instal page for more inform meet new 2015 naeca standardscalifornia resid  see if your counti requir water heater that meet air qualiti manag district ultra low nox (uln) requirements:,1,1,304,1,1,0,1,0,1,0,1.0,0.0,null	rheem,0,0.0,1117,4
